aflgoexp,libpng_4_1,0.383721,0.383721,0.383721,0.383721,0.383721,0.383721,0.383721,0.383721,0.383721,0.383721
aflgoexp,libsndfile_15_1,0,0,0,0,0,0,0,0,0,0
aflgoexp,libsndfile_2_1,0,0,0,0,0,0,0,0,0,0
aflgoexp,libsndfile_7_1,0.958333,0.958333,0.958333,0.958333,0.958333,0.958333,0.958333,0.958333,0.958333,0.958333
aflgoexp,libtiff_10_1,0.765432,0.765432,0.765432,0.765432,0.765432,0.765432,0.765432,0.765432,0.765432,0.765432
aflgoexp,libtiff_6_1,0,0,0,0,0,0,0,0,0,0
aflgoexp,libtiff_7_1,0.896907,0.896907,0.896907,0.896907,0.896907,0.896907,0.896907,0.896907,0.896907,0.896907
aflgoexp,libtiff_9_1,0,0,0,0,0,0,0,0,0,0
aflgoexp,libxml2_10_2,0.653595,0.653595,0.653595,0.653595,0.653595,0.653595,0.653595,0.653595,0.653595,0.653595
aflgoexp,libxml2_1_2,0.861702,0.861702,0.861702,0.861702,0.861702,0.861702,0.861702,0.861702,0.861702,0.861702
aflgoexp,libxml2_12_2,0.962264,0.962264,0.962264,0.962264,0.962264,0.962264,0.962264,0.962264,0.962264,0.962264
aflgoexp,libxml2_14_1,0,0,0,0,0,0,0,0,0,0
aflgoexp,libxml2_15_1,0,0,0,0,0,0,0,0,0,0
aflgoexp,libxml2_16_1,0,0,0,0,0,0,0,0,0,0
aflgoexp,libxml2_16_2,0,0,0,0,0,0,0,0,0,0
aflgoexp,libxml2_2_1,0.451977,0.451977,0.451977,0.451977,0.451977,0.451977,0.451977,0.451977,0.451977,0.451977
aflgoexp,libxml2_8_1,0.838951,0.838951,0.838951,0.838951,0.838951,0.838951,0.838951,0.838951,0.838951,0.838951
aflgoexp,openssl_10_5,0.0162791,0.0162791,0.0162791,0.0162791,0.0162791,0.0162791,0.0162791,0.0162791,0.0162791,0.0162791
aflgoexp,openssl_11_4,0,0,0,0,0,0,0,0,0,0
aflgoexp,openssl_11_6,0,0,0,0,0,0,0,0,0,0
aflgoexp,openssl_12_6,0,0,0,0,0,0,0,0,0,0
aflgoexp,openssl_1_3,0,0,0,0,0,0,0,0,0,0
aflgoexp,openssl_13_2,0,0,0,0,0,0,0,0,0,0
aflgoexp,openssl_1_5,0.754658,0.754658,0.754658,0.754658,0.754658,0.754658,0.754658,0.754658,0.754658,0.754658
aflgoexp,openssl_16_6,0.915888,0.915888,0.915888,0.915888,0.915888,0.915888,0.915888,0.915888,0.915888,0.915888
aflgoexp,openssl_17_2,0,0,0,0,0,0,0,0,0,0
aflgoexp,openssl_17_4,0,0,0,0,0,0,0,0,0,0
aflgoexp,openssl_18_5,0,0,0,0,0,0,0,0,0,0
aflgoexp,openssl_19_1,0,0,0,0,0,0,0,0,0,0
aflgoexp,openssl_20_3,-,-,-,-,-,-,-,-,-,-
aflgoexp,openssl_20_4,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565
aflgoexp,openssl_4_4,0,0,0,0,0,0,0,0,0,0
aflgoexp,openssl_5_1,0,0,0,0,0,0,0,0,0,0
aflgoexp,openssl_6_4,0,0,0,0,0,0,0,0,0,0
aflgoexp,openssl_6_5,0,0,0,0,0,0,0,0,0,0
aflgoexp,openssl_6_6,0,0,0,0,0,0,0,0,0,0
