#fuzzer,benchmark,driver,run,execs_done,fuzz_time
aflplusplus,libxml2_10_2,libxml2_xml_read_memory_fuzzer,2,583984,533
aflplusplus,libxml2_10_2,libxml2_xml_read_memory_fuzzer,5,536231,528
aflplusplus,libxml2_10_2,libxml2_xml_read_memory_fuzzer,7,542705,530
aflplusplus,libxml2_10_2,libxml2_xml_read_memory_fuzzer,4,550477,528
aflplusplus,openssl_11_6,x509,0,333763,571
aflplusplus,openssl_11_6,x509,3,341157,572
aflplusplus,openssl_11_6,x509,1,331296,571
aflplusplus,openssl_11_6,x509,8,312301,570
aflplusplus,openssl_11_6,x509,6,338978,571
aflplusplus,openssl_11_6,x509,9,317498,570
aflplusplus,openssl_11_6,x509,2,338235,572
aflplusplus,openssl_11_6,x509,5,335956,571
aflplusplus,openssl_11_6,x509,7,329118,571
aflplusplus,openssl_11_6,x509,4,342928,571
aflplusplus,openssl_6_4,server,0,41593,457
aflplusplus,openssl_6_4,server,3,41836,456
aflplusplus,openssl_6_4,server,1,41038,458
aflplusplus,openssl_6_4,server,8,41589,456
aflplusplus,openssl_6_4,server,6,40937,456
aflplusplus,openssl_6_4,server,9,41865,457
aflplusplus,openssl_6_4,server,2,42173,456
aflplusplus,openssl_6_4,server,5,41597,455
aflplusplus,openssl_6_4,server,7,41634,456
aflplusplus,openssl_6_4,server,4,41695,456
aflplusplus,poppler_17_1,pdf_fuzzer,0,8293,0
aflplusplus,poppler_17_1,pdf_fuzzer,3,8289,0
aflplusplus,poppler_17_1,pdf_fuzzer,1,8180,0
aflplusplus,poppler_17_1,pdf_fuzzer,8,8285,0
aflplusplus,poppler_17_1,pdf_fuzzer,6,8290,0
aflplusplus,poppler_17_1,pdf_fuzzer,9,8290,0
aflplusplus,poppler_17_1,pdf_fuzzer,2,8288,0
aflplusplus,poppler_17_1,pdf_fuzzer,5,8302,0
aflplusplus,poppler_17_1,pdf_fuzzer,7,8316,0
aflplusplus,poppler_17_1,pdf_fuzzer,4,8180,0
aflplusplus,libxml2_12_2,libxml2_xml_read_memory_fuzzer,0,535495,533
aflplusplus,libxml2_12_2,libxml2_xml_read_memory_fuzzer,3,572010,535
aflplusplus,libxml2_12_2,libxml2_xml_read_memory_fuzzer,1,583078,535
aflplusplus,libxml2_12_2,libxml2_xml_read_memory_fuzzer,8,580064,533
aflplusplus,libxml2_12_2,libxml2_xml_read_memory_fuzzer,6,563621,534
aflplusplus,libxml2_12_2,libxml2_xml_read_memory_fuzzer,9,571265,533
aflplusplus,libxml2_12_2,libxml2_xml_read_memory_fuzzer,2,577327,535
aflplusplus,libxml2_12_2,libxml2_xml_read_memory_fuzzer,5,565529,534
aflplusplus,libxml2_12_2,libxml2_xml_read_memory_fuzzer,7,555782,534
aflplusplus,libxml2_12_2,libxml2_xml_read_memory_fuzzer,4,567707,535
aflplusplus,libsndfile_2_1,sndfile_fuzzer,0,417432,545
aflplusplus,libsndfile_2_1,sndfile_fuzzer,3,441333,547
aflplusplus,libsndfile_2_1,sndfile_fuzzer,1,381482,547
aflplusplus,libsndfile_2_1,sndfile_fuzzer,8,494533,541
aflplusplus,libsndfile_2_1,sndfile_fuzzer,6,365636,542
aflplusplus,libsndfile_2_1,sndfile_fuzzer,9,464170,542
aflplusplus,libsndfile_2_1,sndfile_fuzzer,2,501679,545
aflplusplus,libsndfile_2_1,sndfile_fuzzer,5,459060,542
aflplusplus,libsndfile_2_1,sndfile_fuzzer,7,362876,544
aflplusplus,libsndfile_2_1,sndfile_fuzzer,4,423712,546
aflplusplus,php_4_1,json,0,137539,589
aflplusplus,php_4_1,json,3,136611,588
aflplusplus,php_4_1,json,1,137483,589
aflplusplus,php_4_1,json,8,136413,588
aflplusplus,php_4_1,json,6,135141,588
aflplusplus,php_4_1,json,9,135653,588
aflplusplus,php_4_1,json,2,136332,589
aflplusplus,php_4_1,json,5,135509,588
aflplusplus,php_4_1,json,7,136315,588
aflplusplus,php_4_1,json,4,136830,589
aflplusplus,libxml2_8_1,libxml2_xml_reader_for_file_fuzzer,0,388211,411
aflplusplus,libxml2_8_1,libxml2_xml_reader_for_file_fuzzer,3,382547,409
