aflpp,libsndfile_2_1,29.34,29.34,29.34,29.34,29.36,29.34,29.34,29.34,29.34,29.34
aflpp,libsndfile_7_1,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.41
aflpp,libtiff_10_1,44.85,44.85,44.85,44.85,44.85,44.85,44.85,44.85,44.85,44.85
aflpp,libtiff_6_1,44.76,44.76,44.76,44.77,44.76,44.76,44.76,44.76,44.76,44.76
aflpp,libtiff_7_1,44.82,44.81,44.81,44.81,44.82,44.81,44.81,44.81,44.80,44.81
aflpp,libtiff_9_1,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.77
aflpp,libxml2_10_2,20.33,20.34,20.34,20.34,20.33,20.34,20.33,20.33,20.34,20.33
aflpp,libxml2_1_2,20.35,20.35,20.35,20.35,20.35,20.35,20.34,20.35,20.35,20.35
aflpp,libxml2_12_2,20.35,20.35,20.35,20.35,20.35,20.35,20.35,20.35,20.35,20.35
aflpp,libxml2_14_1,22.09,22.08,22.08,22.08,22.08,22.08,22.08,22.09,22.08,22.08
aflpp,libxml2_15_1,22.09,22.08,22.08,22.09,22.08,22.10,22.08,22.09,22.09,22.08
aflpp,libxml2_16_1,22.09,22.08,22.07,22.09,22.09,22.09,22.08,22.08,22.09,22.08
aflpp,libxml2_16_2,20.33,20.33,20.33,20.33,20.33,20.33,20.33,20.34,20.33,20.33
aflpp,libxml2_2_1,22.08,22.08,22.08,22.09,22.08,22.08,22.09,22.08,22.08,22.08
aflpp,libxml2_8_1,22.12,22.10,22.10,22.10,22.10,22.09,22.10,22.10,22.11,22.10
aflpp,openssl_10_5,19.83,19.83,19.83,19.83,19.83,19.83,19.83,19.83,19.83,19.83
aflpp,openssl_11_4,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
aflpp,openssl_11_6,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70
aflpp,openssl_12_6,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70
aflpp,openssl_1_3,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70
aflpp,openssl_13_2,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16
aflpp,openssl_1_5,19.84,19.84,19.84,19.84,19.84,19.84,19.84,19.84,19.84,19.85
aflpp,openssl_16_6,14.72,14.72,14.72,14.73,14.72,14.72,14.72,14.72,14.72,14.72
aflpp,openssl_17_2,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16
aflpp,openssl_17_4,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
aflpp,openssl_18_5,19.81,19.82,19.81,19.81,19.82,19.81,19.81,19.81,19.81,19.81
aflpp,openssl_19_1,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64
aflpp,openssl_20_3,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70
aflpp,openssl_20_4,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74
aflpp,openssl_4_4,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
aflpp,openssl_5_1,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64
aflpp,openssl_6_4,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
aflpp,openssl_6_5,19.81,19.81,19.81,19.81,19.81,19.81,19.81,19.81,19.81,19.81
aflpp,openssl_6_6,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70
aflpp,openssl_7_2,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16
aflpp,openssl_7_4,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
aflpp,openssl_8_1,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64
aflpp,openssl_9_1,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64
aflpp,php_11_2,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23
aflpp,php_15_2,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23
aflpp,php_16_3,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35
aflpp,php_4_1,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99
aflpp,php_6_2,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23
aflpp,poppler_17_1,38.93,38.93,38.93,38.93,38.93,38.93,38.93,38.93,38.93,38.93
aflpp,poppler_3_1,38.93,38.93,38.93,38.93,38.93,38.93,38.93,38.93,38.93,38.93
aflpp,poppler_9_1,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95
aflpp,sqlite3_18_1,56.74,56.74,56.74,56.74,56.74,56.74,56.74,56.74,56.74,56.74
aflpp,sqlite3_20_1,57.28,57.28,57.28,57.28,57.29,57.29,57.28,57.28,57.29,57.28
afl,sqlite3_18_1,56.74,56.74,56.74,56.74,56.74,56.74,56.74,56.74,56.74,56.74
afl,sqlite3_20_1,57.28,57.28,57.28,57.28,57.28,57.29,57.28,57.28,57.28,57.28
ffd,libpng_4_1,33.99,33.99,33.99,33.99,33.99,33.99,33.99,33.99,33.99,33.99
ffd,libsndfile_15_1,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34
ffd,libsndfile_2_1,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34,29.34
ffd,libsndfile_7_1,29.39,29.39,29.39,29.39,29.40,29.39,29.39,29.39,29.39,29.39
ffd,libtiff_10_1,44.85,44.85,44.85,44.85,44.85,44.85,44.85,44.85,44.85,44.85
ffd,libtiff_6_1,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76
ffd,libtiff_7_1,44.80,44.80,44.80,44.80,44.80,44.80,44.80,44.80,44.80,44.80
ffd,libtiff_9_1,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76,44.76
ffd,libxml2_10_2,20.34,20.34,20.33,20.34,20.36,20.34,20.33,20.34,20.35,20.34
ffd,libxml2_1_2,20.35,20.35,20.40,20.35,20.36,20.35,20.35,20.34,20.36,20.36
ffd,libxml2_12_2,20.35,20.36,20.36,20.36,20.36,20.35,20.35,20.36,20.36,20.36
ffd,libxml2_14_1,22.09,22.08,22.09,22.09,22.08,22.07,22.08,22.08,22.08,22.09
ffd,libxml2_15_1,22.09,22.08,22.08,22.09,22.09,22.08,22.08,22.09,22.09,22.08
ffd,libxml2_16_1,22.08,22.09,22.08,22.09,22.09,22.08,22.09,22.08,22.09,22.08
ffd,libxml2_16_2,20.35,20.34,20.34,20.34,20.33,20.33,20.34,20.34,20.33,20.34
ffd,libxml2_2_1,22.08,22.09,22.08,22.08,22.08,22.08,22.09,22.08,22.08,22.08
ffd,libxml2_8_1,22.12,22.10,22.11,22.09,22.10,22.10,22.10,22.11,22.11,22.11
ffd,openssl_10_5,19.84,19.83,19.83,19.83,19.83,19.83,19.83,19.83,19.83,19.83
ffd,openssl_11_4,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
ffd,openssl_11_6,14.70,14.70,14.70,14.70,14.70,14.71,14.70,14.70,14.70,14.70
