libpng_4_1,23.4
libsndfile_15_1,101.5
libsndfile_2_1,99.1
libsndfile_7_1,103.6
libtiff_10_1,56.2
libtiff_6_1,51.1
libtiff_7_1,55.5
libtiff_9_1,56.7
libxml2_10_2,69.2
libxml2_12_2,73.6
libxml2_1_2,67.6
libxml2_14_1,49.3
libxml2_15_1,49.0
libxml2_16_1,48.6
libxml2_16_2,59.6
libxml2_2_1,66.2
libxml2_8_1,59.8
openssl_10_5,251.9
openssl_11_4,42.2
openssl_11_6,42.8
openssl_12_6,47.3
openssl_13_2,202.2
openssl_1_3,204.3
openssl_1_5,234.2
openssl_16_6,234.7
openssl_17_2,46.5
openssl_17_4,252.7
openssl_18_5,244.0
openssl_19_1,42.4
openssl_20_3,47.1
openssl_20_4,254.1
openssl_4_4,208.5
openssl_5_1,39.6
openssl_6_4,258.6
openssl_6_5,253.7
openssl_6_6,211.9
openssl_7_2,214.3
openssl_7_4,247.9
openssl_8_1,44.2
openssl_9_1,244.5
php_11_2,124.1
php_15_2,126.2
php_16_3,148.4
php_4_1,438.1
php_6_2,142.3
poppler_17_1,62.2
poppler_3_1,136.0
poppler_9_1,166.9
sqlite3_18_1,79.7
sqlite3_20_1,83.9
