libpng_4_1,27.3
libsndfile_15_1,113.6
libsndfile_2_1,121.1
libsndfile_7_1,125.7
libtiff_10_1,49.0
libtiff_6_1,48.0
libtiff_7_1,48.2
libtiff_9_1,57.5
libxml2_10_2,47.0
libxml2_12_2,48.1
libxml2_1_2,53.2
libxml2_14_1,47.1
libxml2_15_1,45.4
libxml2_16_1,47.4
libxml2_16_2,61.8
libxml2_2_1,50.7
libxml2_8_1,47.3
openssl_10_5,36.6
openssl_11_4,40.1
openssl_11_6,38.3
openssl_12_6,37.7
openssl_13_2,38.8
openssl_1_3,37.9
openssl_1_5,36.6
openssl_16_6,34.7
openssl_17_2,33.2
openssl_17_4,32.9
openssl_18_5,36.3
openssl_19_1,33.4
openssl_20_3,33.0
openssl_20_4,36.5
openssl_4_4,35.1
openssl_5_1,32.9
openssl_6_4,34.2
openssl_6_5,33.4
openssl_6_6,31.7
openssl_7_2,36.7
openssl_7_4,33.0
openssl_8_1,32.3
openssl_9_1,32.8
php_11_2,152.1
php_15_2,152.8
php_16_3,156.2
php_4_1,153.7
php_6_2,146.6
poppler_17_1,68.5
poppler_3_1,58.5
poppler_9_1,65.7
sqlite3_18_1,39.1
sqlite3_20_1,34.7
