libpng_4_1,27.1
libsndfile_15_1,107.9
libsndfile_2_1,106.2
libsndfile_7_1,110.1
libtiff_10_1,56.4
libtiff_6_1,55.5
libtiff_7_1,53.2
libtiff_9_1,53.5
libxml2_10_2,97.9
libxml2_12_2,90.0
libxml2_1_2,75.3
libxml2_14_1,95.3
libxml2_15_1,105.1
libxml2_16_1,82.1
libxml2_16_2,97.3
libxml2_2_1,89.4
libxml2_8_1,78.0
openssl_10_5,305.8
openssl_11_4,309.3
openssl_11_6,308.6
openssl_12_6,311.8
openssl_13_2,314.2
openssl_1_3,387.8
openssl_1_5,309.6
openssl_16_6,314.8
openssl_17_2,313.6
openssl_17_4,312.4
openssl_18_5,309.3
openssl_19_1,311.3
openssl_20_3,310.4
openssl_20_4,306.3
openssl_4_4,306.3
openssl_5_1,309.0
openssl_6_4,307.2
openssl_6_5,314.6
openssl_6_6,314.0
openssl_7_2,316.4
openssl_7_4,320.1
openssl_8_1,313.0
openssl_9_1,309.0
php_11_2,380.1
php_15_2,381.4
php_16_3,374.6
php_4_1,705.6
php_6_2,361.1
poppler_17_1,247.7
poppler_3_1,383.8
poppler_9_1,246.8
sqlite3_18_1,95.1
sqlite3_20_1,89.8
