target,program,bug,fuzzer,survival_time_reached,survival_ci_reached,survival_time_triggered,survival_ci_triggered
php_11_2,exif,PHP011,libfuzzer,5.0,1.8471670788317986e-07,10.0,3.694334157663597e-07
libtiff_7_1,tiff_read_rgba_fuzzer,TIF007,libfuzzer,99.5,35.1962868073046,192.0,100.85454933203776
libxml2_8_1,libxml2_xml_reader_for_file_fuzzer,XML008,libfuzzer,482.99999999999994,128.68795097007478,,
libxml2_12_2,libxml2_xml_read_memory_fuzzer,XML012,libfuzzer,5.0,1.8471670788317986e-07,,

