libpng_4_1,13.6
libsndfile_7_1,63.7
libtiff_10_1,22.4
libtiff_7_1,25.8
libxml2_12_2,31.1
libxml2_1_2,33.9
libxml2_8_1,26.6
openssl_10_5,22.4
openssl_1_5,21.7
openssl_16_6,22.3
openssl_20_4,21.8
php_11_2,92.8
poppler_9_1,39.6
sqlite3_18_1,101.7
sqlite3_20_1,107.6
